System number,Orbit number for that system,Period (d),error on P (d),Periastron time (JD-2400000),error on Periastron time,Flag on periastron time,eccentricity,error on eccentricity,argument of periastron (deg),error on omega,K1 (km/s),error on K1 (km/s),K2 (km/s),error on K2 (km/s),systemic velocity (km/s),error on V0 (km/s),rms RV1 (km/s),rms RV2 (km/s),RV1,RV2,Grade,Bibcode,Contributor,Accessibility,Reference adopted for the times (JD or MJD),Sp1,Sp2,radec,Simbad plx,GAIA plx,V,R,J,H,K,name
2449,1,262.15,0.51,48737.6,1.6,0,0.484,0.02,64.4,2.1,6.81,0.2,,,12.75,0.1,1.14,,152.0,0.0,,1995ApJnan452..870T,TORRES,PUB,JD,K4-5,,112205290-24463976,22.27,,8.912,9.257,6.397,5.7589999999999995,5.587000000000001,HD 98800
2450,1,315.15,0.39,48709.98,,0,0.7812,0.059000000000000004,109.5,1.2,22.54,0.37,27.04,0.62,5.73,0.14,1.91,3.9,152.0,152.0,,1995ApJnan452..870T,TORRES,PUB,JD,K4-5,,112205290-24463976,,,,,,,,HD 98800
2451,1,1.4324758,,52325.79823,,1,0.0,,0.0,,0.22899999999999998,0.057999999999999996,,,-7.939,0.043,0.10800000000000001,,7.0,0.0,,2004ApJnan609L..37K,TORRES,PUB,JD,K,,10522440-6126485,,,,,,,,Misc OGLE-TR-113
2452,1,1.2119189,,52075.1046,,1,0.0,,0.0,,0.265,0.038,,,-48.317,0.045,0.114,,11.0,0.0,,2004ApJnan609.1071T,TORRES,PUB,JD,G0,,17563551-2932212,7.6916,,11.010000228881836,10.380000114440918,8.940999984741211,8.354999542236326,8.223999977111816,Misc OGLE-TR-56
2453,1,7.556260000000001,0.00021,51525.8484,0.0044,0,0.0,,0.0,,40.33,0.19,43.53,0.2,1.38,0.099,0.54,0.57,17.0,15.0,,2001A&Anan366..965G,TORRES,PUB,JD,K2,,160352499-39390091,,,,,,,,CPD -39 6873
2454,1,1.373286,3.1e-05,51453.959,0.0074,0,0.0,,0.0,,30.7,1.1,,,1.69,0.82,3.23,,20.0,0.0,,2003AJnan.125..825T,TORRES,PUB,JD,,,110005201-38131250,3.9286,4.16405535052,11.609999656677244,,10.50100040435791,10.098999977111816,10.020000457763672,Misc RX J1100.0-3813
2455,1,2.230887,2.4e-05,51137.3021,0.002,0,0.0,,0.0,,86.75,0.71,116.8,5.2,-7.0,0.41,1.55,11.8,15.0,15.0,,2003AJnan.125..825T,TORRES,PUB,JD,,,11150688-3232458,0.8622,0.535599406737,10.119999885559082,,9.692999839782717,9.678000450134276,9.621999740600586,Misc RX J1115.1-3233
2456,1,14.416129999999999,0.00016999999999999999,50381.073,0.024,0,0.136,0.0014,178.28,0.6,74.69,0.15,76.77,0.16,-18.598,0.081,1.39,1.45,176.0,176.0,,2000AJnan.119.1914T,TORRES,PUB,JD,A3V,,220441550+46253813,16.6099,16.0657025385,9.970000267028807,,8.031000137329103,7.493000030517577,7.390999794006348,BD +45 3782
2457,1,1.8386109,6.5000000000000004e-06,47930.4559,0.0013,0,0.0,,0.0,,69.07,0.45,77.46,0.66,27.08,0.24,1.68,2.49,34.0,34.0,,2003AJnan.125..825T,TORRES,PUB,JD,K2,,095908420-22393461,0.8622,0.535599406737,10.119999885559082,,9.692999839782717,9.678000450134276,9.621999740600586,BD -21 2961
2458,1,678.8,4.1,50324.0,14.0,0,0.159,0.02,256.7,7.7,5.41,0.13,,,-18.598,0.081,,,176.0,176.0,,2000AJnan.119.1914T,TORRES,PUB,JD,A3V,,220441550+46253813,5.082,5.3408485853,8.420000076293945,,5.863999843597412,5.330999851226807,5.152999877929688,BD +45 3782
2459,1,23.96924,0.0009199999999999999,47814.325,,0,0.0,,0.0,,15.9,0.2,,,-26.35,0.18,1.23,,14.0,,,1999A&Anan347..225S,LEITON,PUB,JD,G5,,020347114+35352865,66.8056,,9.969,9.634,6.667999999999999,6.0889999999999995,5.88,HD 12545
2460,1,10777.1,241.06,43099.0,17.0036,0,0.717776,0.013999999999999999,308.961,3.3,3.73706,0.22,11.6051,1.6,-33.9674,0.095,1.9707,0.22413400000000003,32.0,2.0,5.0,2000A&AS..145..215P,PBX,PUB,JD,dM3e,,210005346+40041300,,,11.95,,12.482000000000001,12.552999999999999,12.600999999999999,AC +39 1214
2461,1,19.265,,46509.15,,0,0.0,,90.0,,38.0,10.0,,,272.0,7.0,31.0,,43.0,0.0,1.0,2001A&Anan369..544N,MOR,PUB,JD,O3f*,,04551487-6711231,3.6639999999999997,,7.210000038146973,,6.6570000648498535,6.559000015258789,6.508999824523926,Misc ARDB 57
2462,1,1.4708,,52553.441,0.013999999999999999,0,0.0,,0.0,,18.24,0.9,,,-4.95,0.67,,,6.0,0.0,,2004AJnan.127.1720H,FKL,PUB,JD,A8,,215008233+19252638,30.8681,,7.699999809265138,,6.125,5.763999938964844,5.605999946594238,HD 207651
2463,1,2092.2,5.8,50585.1,7.5,0,0.765,0.013000000000000001,288.7,1.4,12.48,0.29,,,-7.73,0.12,0.5,,108.0,,,2005AJnan.129.1001F,PBX,PUB,JD,G6V,,180816030+29412812,19.8129,,6.37,,4.46,3.95,3.83,HD 166181
2464,1,3894.0,66.0,50495.0,35.0,0,0.0,,0.0,,2.9,0.3,,,26.53,0.22,0.3,,17.0,,1.0,2001A&Anan370..974D,PBX,PUB,JD,G5IV,,032635389+28425432,0.2522,,17.450000762939453,,16.072999954223633,15.496000289916992,15.517000198364258,HD 21242
2465,1,14.18,0.98,51793.7,0.55,0,0.222,0.057,271.0,17.0,28.4,0.7,,,66.8,0.77,,,9.0,,1.0,2005A&Anan444..643P,PBX,PUB,JD,F9,,00310682+0041357,0.3923,,16.219999313354492,,14.972000122070312,14.520999908447266,14.44499969482422,Misc SDSS J003106.82+004135.7
2466,1,5.9769440000000005,0.58,51814.2,0.24,0,0.34299999999999997,0.045,71.0,24.0,18.4,1.9,,,-11.6,,,,9.0,,1.0,2005A&Anan444..643P,PBX,PUB,JD,F9,,00514689+0108418,,,22.770000457763672,,,,,Misc SDSS J005146.88+010841.8
2467,1,15.9,1.1,51806.3,0.54,0,0.0,,0.0,,15.58,0.62,,,-61.5,1.2,,,10.0,,1.0,2005A&Anan444..643P,PBX,PUB,JD,F2,,00540552+0034296,0.7362,,16.139999389648438,,14.954000473022461,14.657999992370605,14.51200008392334,Misc SDSS J005406.06+003432.0
2468,1,8.846169,0.35,51820.5,0.54,0,0.23399999999999999,0.071,275.0,27.0,18.6,2.4,,,11.4,1.1,,,8.0,,1.0,2005A&Anan444..643P,PBX,PUB,JD,F9,,02203601+0023097,,,,,,,,Misc SDSS J022036.00+002309.7
2469,1,3.5741110000000003,0.11,51819.3,0.13,0,0.179,0.046,222.0,12.0,23.48,0.8,,,-56.2,0.6,,,9.0,,1.0,2005A&Anan444..643P,PBX,PUB,JD,F2,,02250206+0015410,0.4766,,16.510000228881836,,15.097000122070312,14.718000411987305,14.657999992370605,Misc SDSS J022502.06+001541.0
2470,1,117.3,2.3,51822.2,0.95,0,0.44799999999999995,0.034,276.0,5.6,35.8,2.1,,,24.99,0.87,,,6.0,,1.0,2005A&Anan444..643P,PBX,PUB,JD,G2,,03022512+0108437,2.9582,,19.43000030517578,,15.4350004196167,14.87600040435791,14.579999923706055,Misc SDSS J030225.11+010843.8
2471,1,32.8,1.3,51873.5,0.36,0,0.361,0.034,14.8,8.8,88.0,4.0,,,-52.0,2.5,,,6.0,,1.0,2005A&Anan444..643P,PBX,PUB,JD,M3,,03140499-0111367,0.42200000000000004,,16.079999923706055,,14.673999786376953,14.484999656677244,14.529000282287598,Misc SDSS J031404.97-011136.6
2472,1,21.77,0.54,51862.684,0.54,0,0.0,,0.0,,18.7,2.1,,,26.26,0.78,,,7.0,,1.0,2005A&Anan444..643P,PBX,PUB,JD,F5,,03293716+0113157,0.27,0.11793980720899999,7.860000133514403,,7.796000003814697,7.827000141143799,7.8379998207092285,Misc SDSS J032937.14+011315.8
2473,1,28.61,0.09,51904.0,0.7,0,0.52,0.07,125.0,11.0,12.9,1.3,,,-49.0,0.7,3.8,,33.0,0.0,,2005ApJnan621..978B,PBX,PUB,JD,"O9,5V",,022759811+52325759,,,7.670000076293945,,6.418000221252441,6.245999813079834,6.152999877929688,HD 15137
2474,1,3.054418,,51893.2171,0.0983,0,0.1672,0.0366,168.61575,12.2269,135.5009,6.2731,,,-49.5082,3.2792,,,35.0,,,2003ApJnan595.1124M,PBX,PUB,JD,O9.5III,,024044943+61165608,0.484,0.472297825128,11.270000457763672,11.039999961853027,9.02400016784668,8.75100040435791,8.529999732971191,HD 16429
2475,1,4.117,0.011000000000000001,51822.12,0.09,0,0.41,0.05,217.0,9.0,14.7,0.9,,,4.6,0.5,3.3,,40.0,,,2001ApJnan558L..43M,PBX,PUB,JD,O7V,,182615057-14505426,0.8251,1.3537080264399999,10.06999969482422,9.979999542236328,9.527999877929688,9.395999908447266,9.357000350952148,GAIADR2 4104196427943626624
2476,1,113.79700000000001,0.023,46005.06,0.15,0,0.0,0.005,0.0,,25.97,0.11,,,21.96,0.08,0.43,,32.0,,,1989A&Anan219..125M,PBX,PUB,JD,A3,,074448277-23564763,0.7502,,10.649999618530273,,8.795000076293945,8.331999778747559,8.208999633789062,CD -23 6096
2477,1,242.05,0.16,43784.1,3.7,0,0.19,0.02,109.9,5.7,8.79,0.18,,,26.03,0.12,0.48,,19.0,,,1989A&Anan219..125M,PBX,PUB,JD,,,081102525-12500057,0.8332,0.454644042697,10.529999732971193,,9.118000030517578,8.718999862670897,8.62399959564209,BD -12 2381
2478,1,585.2,1.1,43952.5,6.8,0,0.22,0.01,50.7,4.7,18.61,0.26,,,29.65,0.2,0.84,,21.0,,,1989A&Anan219..125M,PBX,PUB,JD,,,081049713-12530608,0.8261,1.84628331866,11.09000015258789,,9.47700023651123,9.001999855041504,8.902999877929688,BD -12 2380
2479,1,404.97,0.94,44617.7,4.5,0,0.66,0.02,289.1,1.9,9.31,0.3,,,28.95,0.26,0.4,,17.0,,,1989A&Anan219..125M,PBX,PUB,JD,,,081040049-12485898,2.3689,1.96775275692,8.210000038146973,,6.5349998474121085,6.125999927520753,5.982999801635742,Cl* NGC 2539 LCM 114
2480,1,1224.3,4.4,43213.6,7.1,0,0.29,0.01,49.9,1.9,19.3,0.18,,,-28.96,0.11,0.6,,31.0,,,1989A&Anan219..125M,PBX,PUB,JD,A2,,182705090+06321421,0.9670000000000001,1.04903979504,10.600000381469727,,9.083999633789062,8.645999908447267,8.5,HD 170010
2481,1,54.167,0.017,43928.68,0.19,0,0.0,0.01,0.0,,17.75,0.25,,,8.93,0.18,0.89,,26.0,,,1989A&Anan219..125M,PBX,PUB,JD,F4III,,203413561+28142801,0.9862,0.41022135963600004,11.800000190734865,,9.678000450134276,9.21399974822998,9.036999702453613,Cl* NGC 6940 HOAG 6
2482,1,549.2,4.3,43678.0,14.0,0,0.45,0.06,281.0,7.9,5.02,0.32,,,7.38,0.17,0.75,,20.0,,,1989A&Anan219..125M,PBX,PUB,JD,,,20341808+2827308,1.0114,1.0701855169499999,10.239999771118164,,8.85200023651123,8.46399974822998,8.355999946594237,Cl* NGC 6940 LL 354
2483,1,82.53,0.032,43920.22,0.29,0,0.0,0.01,0.0,,25.15,0.25,28.57,0.71,8.37,0.2,1.12,,28.0,9.0,,1989A&Anan219..125M,PBX,PUB,JD,G8,,203422921+28214137,0.9471,0.9088782775149999,11.529999732971193,,9.611000061035156,9.144000053405762,9.02299976348877,HD 334747
2484,1,3595.0,143.0,44863.0,42.0,0,0.3,0.03,359.8,5.1,3.94,0.09,,,8.61,0.1,0.29,,23.0,,,1989A&Anan219..125M,PBX,PUB,JD,,,20342696+2822419,0.934,-0.141009564558,11.390000343322756,,9.45300006866455,8.965999603271484,8.852999687194824,Cl* NGC 6940 LL 147
2485,1,281.71,0.73,44037.1,6.8,0,0.16,0.03,216.6,9.1,9.99,0.25,,,7.33,0.2,0.72,,17.0,,,1989A&Anan219..125M,PBX,PUB,JD,,,20343870+2820228,1.0852,0.8840275155859999,10.529999732971193,,8.944999694824219,8.548000335693361,8.395000457763674,Cl* NGC 6940 HOAG 13
2486,1,210.73,0.1,43935.3,1.1,0,0.3,0.01,69.9,2.1,24.65,0.27,,,7.82,0.18,0.7,,22.0,,,1989A&Anan219..125M,PBX,PUB,JD,G0,,203533645+28164763,0.8792,0.858690686346,11.220000267028807,,9.277000427246094,8.729000091552733,8.598999977111816,HD 334756
2487,1,98.919,24.0,46003.0,0.4,0,0.29,0.01,25.1,1.3,19.92,0.14,,,27.27,0.1,0.44,,25.0,,,1989A&ASnan79nan11M,PBX,PUB,JD,,,07174319-1537066,0.9091,0.933459877446,10.6899995803833,,,,,Cl* NGC 2360 EGG 68
2488,1,605.2,8.3,45792.8,6.4,0,0.45,0.02,217.2,3.1,17.47,0.4,,,28.13,0.19,0.38,,15.0,,,1989A&ASnan79nan11M,PBX,PUB,JD,,,071742851-15375877,0.5741,0.9925411359819999,10.1899995803833,,8.135000228881836,7.6040000915527335,7.442999839782715,BD -15 1742
2489,1,248.28,12.0,45755.2,2.1,0,0.086,0.05,84.2,3.2,23.41,0.11,,,48.1,0.09,0.34,,20.0,,,1989A&ASnan79nan11M,PBX,PUB,JD,,,07411943-1448476,1.1049,0.979149326575,9.48,8.957,7.671,7.206,7.069,Cl* NGC 2437 SN 3
2490,1,1001.2,8.1,44756.0,26.0,0,0.14,0.02,354.9,7.4,4.43,0.09,,,-29.48,0.06,0.2,,11.0,,,1989A&ASnan79nan11M,PBX,PUB,JD,G2Ib,,150341329-54223284,1.2062,1.0114859989899998,10.984000205993652,10.440999984741213,9.12399959564209,8.64799976348877,8.536999702453612,CD -53 5827
2491,1,877.9,2.5,45484.6,6.8,0,0.36,0.02,304.8,2.0,8.12,0.14,,,-29.23,0.06,0.18,,12.0,,,1989A&ASnan79nan11M,PBX,PUB,JD,,,15050404-5419085,1.1502,,,,12.470000267028807,12.170000076293945,12.119999885559082,Cl* NGC 5822 BOZ 11
2492,1,65.453,10.0,46053.28,0.08,0,0.0,0.07,0.0,,23.37,0.08,,,-28.4,0.08,0.29,,23.0,,,1989A&ASnan79nan11M,PBX,PUB,JD,,,15052458-5426065,,,,,,,,Misc NGC 5822 80
2493,1,1374.7,8.4,44627.0,22.0,0,0.2,0.02,56.2,4.0,4.6,0.07,,,-29.88,0.04,0.14,,11.0,,,1989A&ASnan79nan11M,PBX,PUB,JD,A2IV/V,,15054890-5425280,,,12.5600004196167,,,,,HD 133279
2494,1,1114.4,7.4,45278.0,16.0,0,0.22,0.02,74.0,4.7,14.06,0.21,,,-19.83,0.18,0.54,,11.0,,,1989A&ASnan79nan11M,PBX,PUB,JD,,,15054480-5537300,3.735,,5.8499999046325675,,4.202000141143799,3.5,3.434999942779541,Misc NGC 5823 34
2495,1,217.44,13.0,46098.94,0.41,0,0.0,0.01,0.0,,9.21,0.08,,,-15.87,0.07,0.28,,18.0,,,1989A&ASnan79nan11M,PBX,PUB,JD,G8III,,175219762-34250063,2.1292,2.97123940176,9.239999771118164,,7.151000022888184,6.6690001487731925,6.537000179290772,HD 162391
2496,1,2001.0,13.0,43309.0,165.0,0,0.04,0.02,158.0,29.0,4.89,0.12,,,-25.47,0.08,0.38,,28.0,,,1990A&Anan237nan61M,PBX,PUB,JD,K0,,183805162+05243376,0.5024,,11.32800006866455,,9.289999961853027,8.791000366210938,8.640999794006348,BD +05 3850
2497,1,162.25,0.05,48764.3,8.0,0,0.39,0.01,240.5,1.4,14.58,0.19,,,8.0,0.09,0.41,,25.0,,,1996A&Anan307nan80M,PBX,PUB,JD,,,05520913+3232394,0.5044,1.2046250982200002,11.050000190734863,,8.86400032043457,8.369999885559082,8.185000419616701,Cl* NGC 2099 BRON 166
2498,1,918.9,2.9,47923.0,23.0,0,0.13,0.02,119.0,9.6,4.94,0.1,,,6.15,0.07,0.35,,24.0,,,1996A&Anan307nan80M,PBX,PUB,JD,,,05520980+3231239,0.5492,0.884685096091,10.9399995803833,,9.03499984741211,8.520000457763674,8.440999984741211,Cl* NGC 2099 BRON 173
2499,1,261.3,1.1,48664.0,23.0,0,0.19,0.1,93.0,33.0,1.42,0.16,,,7.63,0.1,0.38,,18.0,,,1996A&Anan307nan80M,PBX,PUB,JD,,,05515049+3231537,0.2902,0.903450448513,10.270000457763672,,7.464000225067139,6.7709999084472665,6.537000179290772,Cl* NGC 2099 BRON 78
2500,1,455.46,0.29,48321.5,3.8,0,0.17,0.009000000000000001,46.1,3.5,16.1,0.2,,,8.64,0.1,0.52,,27.0,,,1996A&Anan307nan80M,PBX,PUB,JD,K1:II/III,,055246548+32340724,0.5103,,11.420000076293945,,7.676000118255615,6.76800012588501,6.506999969482423,BD +32 1115
2501,1,168.88,0.12,48871.0,12.0,0,0.05,0.02,81.0,27.0,11.69,0.3,,,21.03,0.19,0.77,,19.0,,,1996A&Anan307nan80M,PBX,PUB,JD,,,05521283+3240165,0.4188,0.8479885557279999,10.630000114440918,,7.826000213623048,7.151000022888184,6.947999954223633,Cl* NGC 2099 BRON 198
2502,1,1670.0,25.0,48427.0,106.0,0,0.14,0.05,251.0,24.0,2.84,0.15,,,14.97,0.12,0.39,,15.0,,,1996A&Anan307nan80M,PBX,PUB,JD,,,05513745+3228064,0.4785,,10.40999984741211,,8.13599967956543,7.625,7.421000003814697,Cl* NGC 2099 BRON 36
2503,1,886.2,1.0,49113.1,7.0,0,0.22,0.008,211.0,2.9,16.68,0.16,,,-4.01,0.11,0.45,,18.0,,,1996A&Anan307nan80M,PBX,PUB,JD,,,05521657+3222088,0.7571,,11.857999801635742,,9.664999961853027,9.086000442504883,8.928000450134277,Cl* NGC 2099 BROS 9453
2504,1,1558.0,11.0,48463.0,32.0,0,0.33,0.03,122.8,7.1,10.28,0.31,,,20.74,0.21,0.81,,19.0,,,1996A&Anan307nan80M,PBX,PUB,JD,,,05514475+3240509,0.7090000000000001,,11.489999771118164,,8.61400032043457,7.888000011444093,7.7059998512268075,Cl* NGC 2099 BRON 55
2505,1,433.1,0.44,48725.0,21.0,0,0.04,0.02,252.0,18.0,9.52,0.14,,,-4.46,0.1,0.41,,20.0,,,1996A&Anan307nan80M,PBX,PUB,JD,,,05530565+3236454,0.401,,11.869999885559082,,9.255999565124512,8.564999580383299,8.463000297546388,Cl* NGC 2099 BRON 460
2506,1,3079.0,33.0,48493.0,38.0,0,0.39,0.04,32.3,5.5,3.49,0.13,,,9.51,0.09,0.31,,14.0,,,1996A&Anan307nan80M,PBX,PUB,JD,,,05525013+3243284,0.6258,,10.399999618530273,,8.02299976348877,7.377999782562256,7.2290000915527335,Cl* NGC 2099 BRON 421
2507,1,2424.0,25.0,48640.9,7.8,0,0.81,,255.2,3.6,18.63,0.61,,,-17.66,0.35,0.36,,11.0,,,1996A&Anan307nan80M,PBX,PUB,JD,,,055127988+32170011,2.4564,2.61029958789,11.96,,10.657,10.315,10.242,Misc NGC 2099 1505
2508,1,27.2999,0.0008,48991.6,0.2,0,0.135,0.005,200.6,2.0,17.0,0.1,,,-2.35,0.07,0.36,,41.0,,,1995A&Anan299nan53M,PBX,PUB,JD,,,112516215-43085983,0.9112,0.798475908356,10.779999732971193,,8.782999992370605,8.291000366210938,8.114999771118164,CD -42 6962
2509,1,862.0,5.0,48516.0,19.0,0,0.56,0.04,20.0,7.0,4.6,0.3,,,1.3,0.1,0.27,,11.0,,,1995A&Anan299nan53M,PBX,PUB,JD,,,112541943-43170688,0.47700000000000004,0.475158721298,11.470000267028807,,9.612000465393066,9.050000190734863,8.895000457763672,CD -42 6978
2510,1,806.5,1.0,44781.4,3.3,0,0.485,0.006,197.7,1.2,19.25,0.17,,,50.46,0.1,0.5,,30.0,,,1997A&Anan324nan91M,PBX,PUB,JD,,,073721364-12040484,0.3489,,12.762999534606935,,10.994000434875488,10.487000465393066,10.390000343322754,Cl* Melotte 71 HAS 107
2511,1,74.055,0.02,45019.14,0.81,0,0.0,0.011000000000000001,0.0,,32.17,0.2,,,50.42,0.17,0.78,,25.0,,,1997A&Anan324nan91M,PBX,PUB,JD,,,07372476-1204326,0.446,,13.032999992370605,,11.199000358581543,10.711999893188477,10.62399959564209,Cl* Melotte 71 HAS 110
2512,1,155.78,0.04,45197.6,1.3,0,0.131,0.006999999999999999,65.9,2.9,24.45,0.17,,,50.48,0.11,0.52,,26.0,,,1997A&Anan324nan91M,PBX,PUB,JD,,,07372506-1202241,0.37,,12.85200023651123,,10.968000411987305,10.475000381469727,10.383999824523926,Cl* Melotte 71 HAS 118
2513,1,1635.0,10.0,45417.64,0.21,0,0.868,0.002,282.16,0.65,20.07,0.13,,,50.58,0.14,0.52,,38.0,,,1997A&Anan324nan91M,PBX,PUB,JD,,,07373561-1202542,0.4572,,11.067999839782717,,9.038000106811523,8.407999992370605,8.253999710083008,Cl* Melotte 71 HAS 151
2514,1,68.0293,0.0058,49979.24,0.11,0,0.0,0.01,0.0,,21.0,0.22,,,65.69,0.16,0.72,,24.0,,,2003A&Anan399..105M,PBX,PUB,JD,,,051217555+16384409,0.6312,0.8921877586839999,11.303999900817873,,8.984999656677246,8.312999725341799,8.128000259399414,Cl* NGC 1817 BJG 546
2515,1,1262.9,7.9,48109.0,20.0,0,0.723,0.018000000000000002,162.7,6.1,5.89,0.41,,,65.0,0.12,0.45,,18.0,,,2003A&Anan399..105M,PBX,PUB,JD,,,05123145+1646137,0.569,,11.720999717712402,,10.027999877929688,9.55799961090088,9.416000366210938,Cl* NGC 1817 BJG 379
2516,1,165.76,0.021,49771.0,10.0,0,0.02,0.006999999999999999,236.0,22.0,26.09,0.2,,,64.69,0.14,0.62,,26.0,,,2003A&Anan399..105M,PBX,PUB,JD,,,05120770+1636388,4.2739,,11.40999984741211,,9.791999816894533,9.345000267028807,9.28499984741211,Cl* NGC 1817 BJG 532
2517,1,4.3086400000000005,0.00025,52068.88,0.85,0,0.011000000000000001,0.033,293.0,69.0,28.65,0.5,,,32.01,0.74,0.74,,12.0,,,2003A&Anan399..105M,PBX,PUB,JD,,,051051074+16533612,0.6427,,12.468999862670898,,10.227999687194824,9.656999588012695,9.532999992370604,Cl* NGC 1817 BJG 885
2518,1,41.554,0.0044,49991.8,2.4,0,0.04,0.016,240.0,20.0,11.75,0.21,,,6.72,0.13,0.5,,21.0,,,2004A&Anan423..189E,PBX,PUB,JD,,,07521710-3830084,0.6545,1.58719019404,11.800000190734865,,9.496000289916992,8.901000022888184,8.725000381469728,Cl* NGC 2477 HART 1025
2519,1,3108.0,52.0,47747.0,358.0,0,0.07400000000000001,0.06,157.0,42.0,3.22,0.2,,,7.46,0.13,0.47,,15.0,,,2004A&Anan423..189E,PBX,PUB,JD,,,07522663-3829450,0.653,,12.300000190734865,,9.946000099182127,9.420999526977539,9.26200008392334,Cl* NGC 2477 HART 1044
2520,1,4578.0,76.0,48031.0,45.0,0,0.273,0.022000000000000002,222.5,3.9,5.78,0.12,,,6.14,0.09,0.29,,18.0,,,2004A&Anan423..189E,PBX,PUB,JD,,,07524027-3831472,0.7458,,12.06999969482422,,9.729999542236328,9.22700023651123,9.029999732971193,Cl* NGC 2477 HART 2064
2521,1,1318.9,5.0,49157.3,10.0,0,0.581,0.012,244.8,1.6,19.49,,,,7.62,0.18,0.69,,18.0,,,2004A&Anan423..189E,PBX,PUB,JD,,,07524458-3828559,0.6337,,12.395999908447266,,10.253000259399414,9.734999656677246,9.62600040435791,Cl* NGC 2477 HART 2204
2522,1,1782.4,4.9,48059.0,16.0,0,0.355,0.015,15.3,3.5,11.13,0.24,,,7.49,0.13,0.54,,23.0,,,2004A&Anan423..189E,PBX,PUB,JD,,,07522030-3832441,0.7323,,12.656999588012695,,10.335000038146973,9.791000366210938,9.69200038909912,Cl* NGC 2477 HART 3003
2523,1,276.74,0.17,49964.8,5.3,0,0.153,0.016,28.7,6.7,7.74,0.13,,,7.01,0.09,0.44,,26.0,,,2004A&Anan423..189E,PBX,PUB,JD,,,07524335-3835099,0.5736,,11.800000190734865,,9.595000267028807,9.057000160217283,8.902000427246094,Cl* NGC 2477 HART 3176
2524,1,372.36699999999996,0.069,49465.9,1.0,0,0.374,0.005,142.6,1.5,14.56,0.1,,,9.04,0.11,0.32,,26.0,,,2004A&Anan423..189E,PBX,PUB,JD,,,07523754-3836414,0.6143,,11.65999984741211,12.050000190734865,9.99899959564209,9.51200008392334,9.35200023651123,Cl* NGC 2477 HART 4137
2525,1,326.1,0.12,50024.4,1.1,0,0.579,0.008,169.0,1.4,14.66,0.26,,,6.13,0.12,0.5,,21.0,,,2004A&Anan423..189E,PBX,PUB,JD,,,075214300-38371480,0.6890000000000001,,12.473999977111815,,10.267999649047852,9.741999626159668,9.635000228881836,Cl* NGC 2477 HART 5073
2526,1,226.2,0.11,49686.4,2.1,0,0.36700000000000005,0.019,313.2,3.7,9.33,0.22,,,8.55,0.13,0.57,,22.0,,,2004A&Anan423..189E,PBX,PUB,JD,,,07515697-3832376,0.6146,,12.178000450134276,,10.08899974822998,9.550999641418457,9.456000328063963,Cl* NGC 2477 HART 6020
2527,1,482.3,1.1,49338.0,36.0,0,0.10300000000000001,0.053,243.0,26.0,6.21,0.32,,,10.16,0.21,0.73,,19.0,,,2004A&Anan423..189E,PBX,PUB,JD,,,07520655-3833385,0.6719,,12.531000137329102,,10.270999908447266,9.725000381469727,9.57800006866455,Cl* NGC 2477 HART 6062
2528,1,412.6,3.2,49637.0,90.0,0,0.11699999999999999,0.146,110.0,81.0,1.92,0.28,,,7.4,0.2,0.58,,10.0,,,2004A&Anan423..189E,PBX,PUB,JD,,,07515517-3836143,0.6431,,12.600000381469727,,10.378999710083008,9.857999801635742,9.70699977874756,Cl* NGC 2477 HART 6251
2529,1,60.3169,0.0083,49866.26,0.38,0,0.0,0.013999999999999999,360.0,313.0,21.74,0.25,,,8.33,0.19,0.79,,21.0,,,2004A&Anan423..189E,PBX,PUB,JD,,,07521577-3830549,0.6638,,12.0,,9.718,9.158999999999999,9.016,Cl* NGC 2477 HART 8017
2530,1,140.149,0.044000000000000004,49780.9,1.5,0,0.27399999999999997,0.018000000000000002,349.7,3.8,6.77,0.12,,,6.28,0.08,0.26,,15.0,,,2004A&Anan423..189E,PBX,PUB,JD,,,07521562-3830443,2.8044,2.65302124653,8.5,,5.827000141143799,5.10099983215332,4.901999950408936,Cl* NGC 2477 HART 8018
2531,1,371.12,0.05,50802.6,2.5,0,0.0822,0.0035,357.5,2.5,33.42,0.13,,,-22.33,0.1,0.45,,51.0,,5.0,2004Obsnan124nan97G,PBX,PUB,MJD,A2,,040801532+48475903,2.798,2.84963861608,6.546999931335449,,5.236999988555908,4.673999786376953,4.553999900817871,BD +48 1048
2532,1,2563.2,3.1,50647.0,8.0,0,0.33899999999999997,0.006,96.3,1.4,10.22,0.08,,,15.59,0.05,0.46,,117.0,,5.0,2004Obsnan124nan97G,PBX,PUB,MJD,A2V,,052039162+46574962,2.983,2.5486234449,6.5229997634887695,,5.309999942779541,4.928999900817871,4.77899980545044,HD 34533
2533,1,284.728,0.025,49890.7,0.8,0,0.248,0.004,237.6,1.2,20.23,0.1,,,34.87,0.07,0.39,,100.0,,5.0,2004Obsnan124nan97G,PBX,PUB,MJD,A1V,,083820277-06394435,0.3952,1.52125906345,7.309999942779541,,5.322999954223633,4.7849998474121085,4.593999862670898,HD 73451
2534,1,1200.37,0.26,50025.0,1.6,0,0.4244,0.0034,36.1,0.7,15.96,0.08,,,-10.9,0.05,0.25,,107.0,,5.0,2004Obsnan124nan97G,PBX,PUB,MJD,G0IV,,205625245+14485856,7.6373,7.8584525782700005,7.443999767303468,,6.936999797821045,6.880000114440918,6.863999843597412,HD 199379
